ID,PDB code,pKd pKi pIC50,Canonical SMILES
1292,2q64,8.52,O[C@@H]([C@@H](NC(=O)c1cccc(c1C)O)CSc1ccccc1)C[N@@H+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
1293,2q6f,5.44,CC(C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)CCC(=O)OCc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)c1noc(c1)C)C)C
1294,2q7q,5.3,[NH3+]Cc1ccc(cc1)Cl
1295,2q88,5.8,OC(=O)[C@@H]1CCN=C(N1)C
1296,2q89,6.3,O[C@H]1CNC(=N[C@@H]1C(=O)O)C
1297,2q8h,3,ClC(C(=O)O)Cl
1298,2q8m,4.03,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(O)(O)O
1299,2q8z,5.68,O=C1CC(=N)N(C(=O)N1)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(O)(O)O
1300,2qbp,8.4,OC(=O)COc1c(Br)c(sc1C(=O)O)c1cccc(c1)NC1CCN(CC1)S(=O)(=O)Cc1ccccc1
1301,2qbq,7.44,OC(=O)COc1c(Br)c(sc1C(=O)O)c1cccc(c1)NC1CC(C)(C)CC(C1)(C)C
1302,2qbr,6.33,OC(=O)COc1c(Br)c(sc1C(=O)O)c1cccc(c1)NCc1ccccc1
1303,2qbs,6.68,OC(=O)COc1c(Br)c(sc1C(=O)O)c1cccc(c1)NC1CCCCC1
1304,2qbu,6.19,OC(=O)[C@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[NH3+]
1305,2qbw,7.25,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C(C)C)Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H]1[NH2+]CCC1)/C=C/C(=O)N)CC(=O)O
1306,2qci,8.34,CC(CN(S(=O)(=O)c1ccc2c(c1)OCO2)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C
1307,2qd6,8.68,CC(CN(S(=O)(=O)c1ccc2c(c1)OCO2)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C
1308,2qd7,9.1,CC(CN(S(=O)(=O)c1ccc2c(c1)OCO2)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C
1309,2qd8,9.07,CC(CN(S(=O)(=O)c1ccc2c(c1)OCO2)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C
1310,2qdt,5.19,C[C@H](C(=O)O)NC(=O)CCS
1311,2qe4,7.96,COCc1cc(O)cc2c1O[C@@H](c1ccc(cc1)O)[C@@H]1[C@H]2CCC1
1312,2qg0,5.72,Cc1cc(CNS(=O)(=O)c2cccc(c2)N/C=C/2\CCOC2=O)nc(n1)N
1313,2qg2,5.4,O=C1OCCN1/N=C/c1ccccc1C#Cc1cc(C)nc(n1)N
1314,2qhy,7.48,CC(=O)N[C@H](C(=O)N[C@H]([C@@H](CN(S(=O)(=O)c1cc(F)c(cc1F)F)Cc1cccs1)O)Cc1ccccc1)C
1315,2qhz,7.28,O=C(/C=C(/C(F)(F)F)\C)N[C@H]([C@@H](CN(S(=O)(=O)c1cc(F)c(cc1F)F)Cc1cccs1)O)Cc1ccccc1
1316,2qi0,7.38,COc1cccc(c1)S(=O)(=O)N(C[C@H]([C@@H](NC(=O)c1cccc(c1C)F)Cc1ccccc1)O)Cc1cccs1
1317,2qi1,7.3,COc1cccc(c1)S(=O)(=O)N(C[C@H]([C@@H](NC(=O)c1ccc(c(c1)O)O)Cc1ccccc1)O)Cc1cccs1
1318,2qi3,10.2,CC[C@@H](CN(S(=O)(=O)c1ccc2c(c1)scn2)C[C@H]([C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)O)O)C
1319,2qi4,10.44,CC[C@@H](CN(S(=O)(=O)c1ccc2c(c1)scn2)C[C@H]([C@@H](NC(=O)c1cccc(c1)O)Cc1ccccc1)O)C
1320,2qi5,10.85,CCCCCN(S(=O)(=O)c1ccc2c(c1)scn2)C[C@H]([C@@H](NC(=O)[C@H](C(C)C)NC(=O)C)Cc1ccccc1)O
1321,2qi6,10.57,CC(CN(S(=O)(=O)c1ccc2c(c1)scn2)C[C@H]([C@@H](NC(=O)c1cccc(c1)O)Cc1ccccc1)O)C
1322,2qi7,10.21,CC[C@@H](CN(S(=O)(=O)c1ccc(cc1)OC)C[C@H]([C@H](Cc1ccccc1)NC(=O)CCC(=O)CC)O)C
1323,2qm9,7.77,O=C1NC(=O)[C@H](S1)Cc1ccc(cc1)OC[C@@]1(C)CCc2c(O1)c(C)c(c(c2C)O)C
1324,2qmg,9.15,COC[C@H]1CCCN1C(=O)c1cc(C)cc(c1)C(=O)N[C@H]([C@@H]([C@@H]1[NH2+]C[C@@H](C1)Oc1ccccc1)O)Cc1cc(F)cc(c1)F
1325,2qnn,7.15,NC(=O)c1ccc(cc1)S(=O)(=O)N([C@H]1C[NH2+]C[C@@H]1N(S(=O)(=O)c1ccc(cc1)C(=O)N)Cc1ccc(cc1)C(F)(F)F)Cc1ccc(cc1)C(F)(F)F
1326,2qnp,6.41,Ic1ccc(cc1)CN(S(=O)(=O)c1ccccc1)[C@H]1C[NH2+]C[C@@H]1N(S(=O)(=O)c1ccccc1)Cc1ccc(cc1)I
1327,2qnq,6.11,Clc1ccccc1S(=O)(=O)N([C@H]1C[NH2+]C[C@@H]1N(S(=O)(=O)c1ccccc1Cl)Cc1ccccc1)Cc1ccccc1
1328,2qpq,6.37,OC(=O)C(CC(=O)O)(CC(=O)O)O
1329,2qpu,3.6,OC[C@H]1OC[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)[NH2+][C@H]1[C@H](O)[C@H](C)[C@H]([C@@H]([C@H]1O)O)O)O)O
1330,2qrk,4.26,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(O)(O)O
1331,2qrl,4,OC(=O)CNC(=O)C(=O)O
1332,2qta,5.76,Cc1ncc(c(n1)N)Cn1csc(c1C)CCOP(OP(O)(O)O)(O)O
1333,2qtg,5.08,CSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc2c1ncnc2N
1334,2qtn,3.42,O[C@H]1[C@@H](O[C@@H]([C@H]1O)COP(O)(O)O)N1C=CC=C(C1)C(=O)O
1335,2qtt,4.32,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)c1n[nH]c2c1ncnc2N
1336,2qu6,8.52,CNC(=O)c1nccc(c1)Oc1ccc2c(c1)nc(o2)Nc1ccc(c(c1)OC[C@@H]1CCC[N@H+]1C)Cl
1337,2qw1,3.9,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O)OC)O
1338,2qwb,2.74,OC[C@H]([C@H]([C@@H]1O[C@](O)(C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O
1339,2qwc,3.55,OC[C@H]([C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O
1340,2qwd,4.85,OC[C@H]([C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)O)O)O
1341,2qwe,7.48,OC[C@H]([C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)[NH+]=C(N)N)C(=O)O)O)O
1342,2qwf,5.67,CCCN(C(=O)[C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)[NH+]=C(N)N)C(=O)O)C
1343,2qzr,7.26,Nc1nc2cc3nc([nH]c3cc2c(=O)[nH]1)NCc1cccc2c1cccc2
1344,2r0h,3.51,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H]([C@@H]([C@H]2O)NC(=O)C)O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O)O)O)NC(=O)C
1345,2r0z,5.47,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(=O)O)Cc1c[nH]cn1)CCC[NH+]=C(N)N)Cc1ccccc1)NC(=O)[C@@H]([NH3+])C
1346,2r1y,4.51,C=CCO[C@]1(CO)C[C@@H](O[C@@]2(C[C@@H](O)[C@H]([C@H](O2)[C@@H](CO)O)O)C(=O)O)[C@H]([C@H](O1)[C@@H](CO)O)O
1347,2r23,3.72,C=CCO[C@@]1(C[C@@H](O[C@]2(O[C@H]([C@@H](CO)O)[C@@H]([C@@H]([C@@H]2O)O)O)C(=O)O)[C@H]([C@H](O1)[C@@H](CO)O)O)C(=O)O
1348,2r2m,7.33,O=C(Cc1c(Cl)ccc(c1F)NCC(c1ccccc1)(F)F)NCCONC(=[NH2+])N
1349,2r2w,4.47,O=C(c1ccccc1)Cc1ccc(cc1)[NH+]=C(N)N
1350,2r38,7.44,NC(=O)c1ccc(cc1)S(=O)(=O)N([C@H]1C[NH2+]C[C@@H]1N(S(=O)(=O)c1ccc(cc1)C(=O)N)Cc1ccccc1)Cc1ccccc1
1351,2r3t,5.85,NC(=O)c1ccc(cc1)S(=O)(=O)N([C@H]1C[NH2+]C[C@@H]1N(S(=O)(=O)c1ccc(cc1)C(=O)N)Cc1ccccc1)Cc1ccccc1
1352,2r3w,6.89,Nc1ccc(cc1)S(=O)(=O)N([C@H]1C[NH2+]C[C@@H]1N(S(=O)(=O)c1ccc(cc1)N)Cc1ccccc1)Cc1ccccc1
1353,2r43,6,Nc1ccc(cc1)S(=O)(=O)N([C@H]1C[NH2+]C[C@@H]1N(S(=O)(=O)c1ccc(cc1)N)Cc1ccccc1)Cc1ccccc1
1354,2r58,2,C[NH+](CCCC[C@@H](C(=O)O)[NH3+])C
1355,2r59,8.19,O=C([C@@H](CP([C@H](Cc1ccccc1)[NH3+])(O)O)Cc1ccccc1)N[C@H](C(=O)O)Cc1ccccc1
1356,2r5a,2.6,C[NH2+]CCCC[C@@H](C(=O)O)[NH3+]
1357,2r5p,8.48,O[C@H](C[N@@H+]1CC[N@H+](C[C@H]1C(=O)NC(C)(C)C)Cc1cccnc1)C[C@H](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)Cc1ccccc1
1358,2r75,6.15,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1c(nc2c1[nH]c(N)[nH+]c2=O)N1CCOCC1
1359,2r9w,5.1,OC(=O)c1ccc2c(c1)C(=O)N(C2=O)[C@@H](C(=O)O)Cc1cccc2c1cccc2
1360,2r9x,4.85,OC(=O)C[C@H](N1C(=O)c2c(C1=O)cc(cc2)C(=O)O)Cc1cccc2c1cccc2
1361,2ra0,7.8,C[NH+](Cc1nccn1c1ccc(c(c1)F)c1ccc2c(c1F)n(nc2C(=O)N)c1ccc2c(c1)c(N)no2)C
1362,2ra6,4.52,CCc1ccc(cc1)O
1363,2rcb,6.79,OC[C@H](C(=O)O)[NH3+]
1364,2rcn,6,O[C@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1[nH]c(N)[nH+]c2=O
1365,2rd6,8.3,NC(=O)c1cccc2c1nc([nH]2)[C@@]1(C)CCC[NH2+]1
1366,2reg,5.64,OCC[N+](C)(C)C
1367,2rfh,6.82,OC(=O)[C@@H](CN(=O)=O)Cc1ccccc1
1368,2ri9,3.22,O[C@@H]1[C@H](O)COC[C@H]1O
1369,2rin,4,CC(=O)OCC[N+](C)(C)C
1370,2rio,4.69,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
1371,2rk8,3.64,OC(=O)P(O)(O)O
1372,2rka,3,OC(=O)COP(O)(O)O
1373,2rkd,2.72,OC(=O)CCP(O)(O)O
1374,2rke,4.08,OC(=O)CS(O)(O)O
1375,2rkf,9.08,O=C(N[C@H]([C@H](C[C@H](Cc1ccccc1)NC(=O)[C@@H](N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C
1376,2rkg,8.09,O=C(N[C@H]([C@H](C[C@H](Cc1ccccc1)NC(=O)[C@@H](N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C
1377,2rkm,3.9,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)O)CCCC[NH3+])[NH3+]
1378,2sim,3.42,OC[C@H]([C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O
1379,2std,9.85,CC[C@@]1(C(=O)N[C@@H](c2ccc(cc2)Cl)C)[C@H](C1(Cl)Cl)C
1380,2tmn,5.89,CC(C[C@@H](C(=O)N)NP(O)(O)O)C
1381,2tpi,4.31,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)O)C(C)C)[NH3+])C
1382,2usn,6.51,O=C(C[C@H](c1ccccc1)NC(=O)OCc1ccccc1)Nc1nnc(s1)S
1383,2uwd,8.35,CCNC(=O)c1noc(c1c1ccc(cc1)OC)c1cc(Cl)c(cc1O)O
1384,2uwl,8.4,C[C@H](N1CC[C@@H](C1=O)NS(=O)(=O)/C=C/c1ccc(s1)Cl)C(=O)N1CCOCC1
1385,2uwo,8.7,O=C1[C@H](CCN1[C@H](C(=O)N1CCOCC1)C)NS(=O)(=O)/C=C(/c1ccc(s1)Cl)\C
1386,2uwp,6.81,C[C@H](N1CC[C@@H](C1=O)NS(=O)(=O)CCc1ccc(s1)Cl)C(=O)N1CCOCC1
1387,2uxi,7.3,Oc1ccc(cc1)CCC(=O)c1c(O)cc(cc1O)O
1388,2uxz,8.48,COC(=O)N[C@@H](C(C)(C)C)C(=O)N[N@@H+](Cc1ccc(cc1)Br)CCC[C@](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)(Cc1ccccc1)O
1389,2uy0,6.92,COC(=O)N[C@@H](C(C)(C)C)C(=O)NN(C(=O)CC[C@](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)(Cc1ccccc1)O)Cc1ccc(cc1)Br
1390,2uy3,3.22,Clc1nc2c([nH]1)n(C)c(=O)n(c2=O)C
1391,2uy4,4.68,CC(=O)Nc1nnc(s1)S(=O)(=O)N
1392,2uy5,5.49,c1coc(c1)CNc1ncnc2c1nc[nH]2
1393,2uyn,2.7,CCC(=O)C(=O)O
1394,2uyq,5.68,O[C@@H]1CO[C@H]([C@@H]1O)n1cnc2c1ncnc2N
1395,2uz9,5.71,O=c1[nH]c(=O)c2c([nH]1)nc[nH]2
1396,2v00,3.66,Nc1nc(CCc2ccccc2)cc(=O)[nH]1
1397,2v25,5.72,OC(=O)C[C@@H](C(=O)O)[NH3+]
1398,2v2c,3.41,OC(=O)COP(O)(O)O
1399,2v2h,3.77,OC(=O)COP(O)(O)O
1400,2v2q,4.15,O=C(NC[C@@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=N)[nH]c1=O)CCc1nc2c([nH]1)cccc2
1401,2v2v,4.07,O=C(Cc1nc2c([nH]1)cccc2)NC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=N)[nH]c1=O
1402,2v3d,3.94,CCCC[N@@H+]1C[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O
1403,2v3u,3,OC[C@H](C(=O)O)[NH3+]
1404,2v54,4.6,O[C@H]1C[C@@H](O[C@@H]1COP(OP(O)(O)O)(O)O)n1cc(C)c(=O)[nH]c1=O
1405,2v57,7.1,Nc1ccc2c(c1)nc1c(c2)ccc(c1)N
1406,2v58,9.09,Nc1ncc2c(n1)nc(c(c2)c1c(Br)cccc1Br)N
1407,2v59,7.74,COc1cccc(c1c1cc2cnc(nc2nc1N)N)OC
1408,2v77,5.06,OC(=O)CC[C@@H](C(=O)O)C[C@H](C(=O)O)C[C@@H](C(=O)O)C
1409,2v7a,8.3,CO[C@@H](C(=O)N1Cc2c(C1)[nH]nc2NC(=O)c1ccc(cc1)N1CC[N@H+](CC1)C)c1ccccc1
1410,2v88,4.09,CNC(=[NH+]CCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)C)[C@H](O)C)CCC(=O)N)CCCC[NH+](C)C)[C@H](O)C)NC(=O)[C@@H]([NH3+])C)NC
1411,2v8w,6.82,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cn(c2c1nc(N)[nH]c2=O)C
1412,2v95,8.3,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C
1413,2vb8,4.6,C=C/C(=C/[C@@]1(C)SC(=O)C(=C1O)C)/C
1414,2vba,4.6,CC(=O)c1sc(nc1C)Nc1ccccc1
1415,2vc9,8.44,OC[C@H]1[NH2+]C[C@@H]([C@H]([C@@H]1O)O)NC(=O)C
1416,2ves,7.7,ONC(=O)[C@H](NS(=O)(=O)c1ccc2c(c1)cccc2)Cc1ccc2c(c1)cccc2
1417,2vfk,3.71,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(O)(O)O
1418,2vh0,8.51,C[NH+](Cc1nccn1c1ccc(c(c1)F)N1CC[C@@H](C1=O)NS(=O)(=O)/C=C/c1ccc(s1)Cl)C
1419,2vh6,9.7,Clc1ccc(s1)/C=C/S(=O)(=O)N[C@H]1CCN(C1=O)c1ccc(cc1F)c1ccccc1S(=O)(=O)C
1420,2vhj,3.9,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
1421,2vj8,8.7,OC(=O)CCCCC(=O)N(C[C@H](Cc1ccc(cc1)OCc1ccccc1)[NH3+])O
1422,2vjx,4.96,OC[C@H]1CNC(=O)[C@H]([C@@H]1O)O
1423,2vk2,6.89,O/C=C(/[C@@H]1O[C@H](C(=C1O)O)O)\O
1424,2vk6,5.3,OC[C@H]([C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O
1425,2vkm,8.74,COc1cccc(c1)C[NH2+]C[C@H]([C@@H](NC(=O)c1cc(cc(c1)N(S(=O)(=O)C)C)C(=O)N[C@@H](c1ccccc1)C)Cc1ccccc1)O
1426,2vl4,6.01,OC[C@H]1C[NH2+][C@H]([C@H]([C@@H]1O)O)O
1427,2vmc,2.94,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@H]1O)O)NC(=O)C
1428,2vmd,3.02,CO[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O
1429,2vmf,5.85,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](c2n1ccn2)O
1430,2vnp,9.92,OP(OP(O)(O)O)(OCC[NH+](C)C)O
1431,2vnt,8,OC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc2c(c1)c(ncc2Cl)NC(=[NH2+])N
1432,2vo4,4.94,SCc1ccc(cc1)N(=O)=O
1433,2vo5,4.89,OC[C@H]1C[C@H]2[N@H+](C[C@]1(O)[C@@H]([C@@H]2O)O)Cc1ccccc1
1434,2vot,7.14,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](c2n1cc(n2)CNc1ccccc1)O
1435,2vpe,4.94,NC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)[C@H](O)C)NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)CCC[NH+]=C(N)N)CCCC[NH+](C)C
1436,2vpn,6.72,OC(=O)[C@@H]1CCN=C(N1)C
1437,2vpo,5.42,O[C@H]1CNC(=N[C@@H]1C(=O)O)C
1438,2vqt,6,OC[C@H]1N/C(=N\CC[NH3+])/[C@H]([C@H]([C@@H]1O)O)O
1439,2vrj,6.3,CCCCCCCCNC(=S)N1[C@@H]2OC[C@H]1[C@H]([C@@H]([C@H]2O)O)O
1440,2vsl,8.4,C[NH2+][C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)Cc1ccccc1)CCCC[NH3+])C
1441,2vt3,4.15,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
1442,2vuk,3.9,C[NH2+]Cc1ccc2c(c1)c1ccccc1n2CC
1443,2vvc,8.52,CO[C@H]1C[N@H+](C[C@@H]1NC(=O)c1ccc(s1)Cl)CC(=O)Nc1ccc(cc1F)n1ccccc1=O
1444,2vvn,7.3,CCNC1=N[C@H]2[C@@H](S1)O[C@@H]([C@H]([C@@H]2O)O)CO
1445,2vvs,7.34,OC[C@H]1O/C(=N\OC(=O)Nc2ccccc2)/[C@@H]([C@H]([C@@H]1O)O)NC(=O)C
1446,2vvu,8.1,O=C(Nc1ccc(cc1F)n1ccccc1=O)C[N@@H+]1CC[C@H](C1)NC(=O)c1ccc(s1)Cl
1447,2vvv,8.22,O=C(Nc1ccc(cc1F)n1ccccc1=O)Cn1cnc(n1)NC(=O)c1ccc(s1)Cl
1448,2vw1,3.52,OC[C@H]([C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O
1449,2vw2,3.3,OS(CC[NH2+]C1CCCCC1)(O)O
1450,2vw5,8.52,CO[C@H]1C[C@H](C)Cc2cc(cc(c2)O)NC(=O)/C(=C/CC[C@@H]([C@H](/C(=C/[C@@H]([C@H]1O)C)/C)OC(=O)N)C)/C
1451,2vwc,6.62,CO[C@@H]1[C@@H](C)/C=C(\C)/[C@H](OC(=O)N)[C@@H](C)/C=C\C=C(\C(=O)NC2=CC(=O)C=C([C@@H]([C@H](C[C@@H]1OC)C)OC)C2=O)/C
1452,2vwl,7.02,OC[C@@H]1C[C@H](C[N@@H+]1CC(=O)Nc1ccc(cc1F)n1ccccc1=O)NC(=O)c1ccc(s1)Cl
1453,2vwm,7.03,O=C(Nc1ccc(cc1F)n1ccccc1=O)C[N]1=C[C@@H](C[C@H]1C(=O)NCC1CC1)NC(=O)c1ccc(s1)Cl
1454,2vwn,8,Clc1ccc(s1)C(=O)N[C@H]1C[N@@H+](C[C@@H]1O)CC(=O)Nc1ccc(cc1F)n1ccccc1=O
1455,2vwo,7.51,Clc1ccc(s1)C(=O)N[C@H]1C[N@@H+](C[C@@H]1F)CC(=O)Nc1ccc(cc1F)n1ccccc1=O
1456,2vxn,5,ONC(=O)COP(O)(O)O
1457,2vyt,2.74,C[NH2+]CCCC[C@@H](C(=O)O)[NH3+]
1458,2vzr,4.28,O[C@H]1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1O)O)O
1459,2w08,3.42,OC(=O)[C@H]([C@H](OP(O)(O)O)C)[NH3+]
1460,2w26,9.4,O=C1O[C@H](CN1c1ccc(cc1)N1CCOCC1=O)CNC(=O)c1ccc(s1)Cl
1461,2w47,4.98,O[C@H]1C=C(O[C@@H]([C@@H]1O)O[C@H]1[C@H](O[C@@H]([C@@H]([C@H]1O)O)O)C(=O)O)C(=O)O
1462,2w4x,4.85,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O)O)NC(=O)N(N=O)C
1463,2w5g,6.07,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
1464,2w66,4.05,OC[C@H]1[NH2+]C[C@H]([C@@H]([C@H]([C@@H]1O)O)NC(=O)C)O
1465,2w67,4.96,CC(=O)N[C@H]1C[NH2+]C[C@H]([C@H]([C@@H]1O)O)O
1466,2w8j,2.96,OC[C@@H](C(=O)O)/N=C/c1c(cnc(c1O)C)COP(O)(O)O
1467,2w8w,2.12,OC[C@@H](C(=O)O)/N=C/c1c(cnc(c1O)C)COP(O)(O)O
1468,2w8y,9.09,CC#C[C@]1(O)CC[C@@H]2[C@]1(C)C[C@H](c1ccc(cc1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@H]21
1469,2w9h,6.37,COc1cc(Cc2cnc(nc2N)N)cc(c1OC)OC
1470,2wb5,9.13,CCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@H](n2c1nc(c2)CCc1ccccc1)CO
1471,2wbg,4.45,CCCCCCCC/N=C/1\OC[C@H]2N1[C@@H](O)[C@H](O)[C@H]([C@@H]2O)O
1472,2wc3,6.08,CCCCCCCC/N=C\1/OC[C@H]2N1[C@@H](O)[C@H](O)[C@H]([C@H]2O)O
1473,2wc4,5.29,CCCCCCCC/N=C/1\SC[C@H]2N1[C@@H](O)[C@H](O)[C@H]([C@@H]2O)O
1474,2wca,5.6,CCCC(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)/O[C@@H]([C@H]([C@@H]1O)O)CO
1475,2we3,4.43,O[C@H]1C[C@@H](O[C@@H]1COP(OP(OP(O)(O)O)(O)O)(O)O)n1ccc(=O)[nH]c1=O
1476,2web,5.12,O=CN[C@H](C(=O)N[C@H](P(O[C@H](C(=O)OC)Cc1ccccc1)(O)O)Cc1ccc2c(c1)cccc2)C(C)C
1477,2wec,3.96,COC(=O)[C@@H](OP(CNC(=O)[C@H](C(C)C)NC(=O)Cc1cccc2c1cccc2)(O)O)Cc1ccccc1
1478,2wed,6.1,COC(=O)[C@@H](OP([C@@H]1Cc2ccc3c(c2)c(ccc3)CC(=O)N[C@H](C(=O)N1)C(C)C)(O)O)Cc1ccccc1
1479,2weg,6.5,Fc1ccccc1S(=O)(=O)N
1480,2weh,5.95,Clc1ccccc1S(=O)(=O)N
1481,2wej,6.08,NS(=O)(=O)c1ccccc1
1482,2weo,6.93,Fc1cccc(c1)S(=O)(=O)N
1483,2weq,5.9,CO[C@H]1C[C@H](C)Cc2c(O)c(N[C@@H](O)[C@H](CCC[C@@H]([C@H]([C@@H](C[C@@H]([C@H]1O)C)C)OC(=O)N)OC)C)cc(c2OC)O
1484,2wer,7.05,C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(C(=O)O1)c(O)cc(c2Cl)O
1485,2wf5,6,O[C@@H]1O[C@H](COP(O)(O)O)[C@H]([C@@H]([C@H]1O)O)O
1486,2wgj,8.7,Nc1ncc(cc1O[C@@H](c1c(Cl)ccc(c1Cl)F)C)c1cnn(c1)C1CC[NH2+]CC1
1487,2whp,4,NC(=O)c1cc[n+](cc1)COC[n+]1ccccc1
1488,2wjg,7.1,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1[nH]c(N)[nH+]c2=O
1489,2wk6,3.32,I[C@@H]1C=NC(=O)NC1=O
1490,2wky,8.59,OC(=O)[C@H](CC1=C2[C@@H](CCC=C1)ONC2=O)[NH3+]
1491,2wkz,8.77,COC(=O)N[C@H](C(=O)N[N@@H+](Cc1ccc(cc1)c1ccccn1)CC[C@](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)(Cc1ccccc1)O)C(C)(C)C
1492,2wl0,7.8,COC(=O)N[C@H](C(=O)N[N@@H+](Cc1ccc(cc1)c1ccccn1)CC[C@](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)(Cc1ccccc1)O)C(C)(C)C
